Track Name,Race Number,Date,Track Miles,Surface,Age,Weather,Track Condition,Race,Horse Name,Jockey,Weight,M/E,PP,Finish,Money Won,Trainer,Owner,Lengths Behind Winner,Length Rating
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Gunnevera ,"Castellano, Javier",122,L bf,1,2,68600," Sano, Antonio"," Peacock Racing Stables, LLC",3.75,7.5
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Classic Empire ,"Leparoux, Julien",122,L b,3,3,34300," Casse, Mark",John C. Oxley,8.75,26.25
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Talk Logistics ,"Lopez, Paco",116,L,4,4,17150," Plesa, Jr., Edward", Hardway Stables,14,56
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Cavil ,"Lezcano, Jose",116,L,8,5,10290," McLaughlin, Kiaran", Godolphin Racing LLC,15.25,76.25
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Perro Rojo ,"Juarez, Nik",116,L,2,6,3500," Zito, Nicholas", Calumet Farm,19,114
GULFSTREAM PARK , Race 12," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Lambholm South Holy Bull S. Grade 2 - Thoroughbred,Shamsaan ,"Saez, Luis",116,L,7,7,3500," McLaughlin, Kiaran", Shadwell Stable,19,133
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,El Areeb ,"McCarthy, Trevor",120,L bf,6,1,90000," Lynch, Cathal"," M M G Stables, LLC",0,0
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,Bonus Points ,"Franco, Manuel",116,L,1,2,30000," Pletcher, Todd", Three Diamonds Farm,11.25,22.5
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,True Timber ,"Carmouche, Kendrick",117,L,4,3,15000," McLaughlin, Kiaran", Calumet Farm,11.75,35.25
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,Win With Pride ,"Ortiz, Jr., Irad",116,L,7,4,7500," Pletcher, Todd", Repole Stable and St. Elias Stable,12.5,50
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,Everybodyluvsrudy ,"Arroyo, Angel",116,L,2,5,4500," Rodriguez, Rudy"," Dubb, Michael, Bethlehem Stables LLC and Imperio, Michael",17.75,88.75
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,The Walk ,"Davis, Dylan",116,L,5,6,1500," Albertrani, Thomas", West Point Thoroughbreds,37.75,226.5
AQUEDUCT , Race 8," January 2, 2017 ",One and Seventy Yards,Inner track,Three Year,Showery,Muddy (Sealed), Jerome S. Grade 3 - Thoroughbred,Takaful ,"Ortiz, Jose",116,L,3,7,1500," McLaughlin, Kiaran", Shadwell Stable,39.25,274.75
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Girvin ,"Hernandez, Jr., Brian",122,L,8,1,600000," Sharp, Joe",Brad Grady,0,0
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Patch ,"Gaffalione, Tyler",122,L,1,2,200000," Pletcher, Todd", Calumet Farm,1.25,2.5
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Local Hero ,"Geroux, Florent",122,L,3,3,100000," Asmussen, Steven", e Five Racing Thoroughbreds,3,9
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Hollywood Handsome ,"Bridgmohan, Shaun",122,L,2,4,40000," Stewart, Dallas",Mark H. Stanley,3,12
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Sorry Erik ,"Desormeaux, Kent",122,L b,7,5,20000," Desormeaux, J."," Big Chief Racing, LLC",5.25,26.25
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Senior Investment ,"Hill, Channing",122,L,4,6,10000," McPeek, Kenneth", Fern Circle Stables,5.75,34.5
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Guest Suite ,"Albarado, Robby",122,L,6,7,10000," Howard, Neil"," Farish, W.S. and Kilroy, Lora Jean",6,42
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Hotfoot ,"Graham, James",122,L,9,8,10000," Sharp, Joe",Brad Grady,11.5,92
FAIR GROUNDS , Race 11," April 1, 2017 ",One And One Eighth,Dirt,Three Year, Clear, Fast, Twinspires.com Louisiana Derby Grade 2 - Thoroughbred,Monaco ,"Maragh, Rajiv",122,L b,5,9,10000," Pletcher, Todd"," Smith, Derrick, Repole Stable, Tabor, Michael B. and Magnier, Mrs. John",12.25,110.25
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Guest Suite ,"Albarado, Robby",122,L,8,1,120000," Howard, Neil"," Farish, W.S. and Kilroy, Lora Jean",0,0
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Untrapped ,"Santana, Jr., Ricardo",116,L,5,2,40000," Asmussen, Steven",Michael Langford,1.25,2.5
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Takeoff ,"Geroux, Florent",116,L,10,3,20000," Casse, Mark",John C. Oxley,1.75,5.25
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Arklow ,"Hernandez, Jr., Brian",116,L,2,4,8000," Cox, Brad", Donegal Racing,1.75,7
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Shareholder Value ,"Bridgmohan, Shaun",120,L,4,5,4000," Amoss, Thomas"," Klaravich Stables, Inc. and Lawrence, William H.",2.25,11.25
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Phat Man ,"McMahon, C.J.",116,L b,1,6,2000," Sharp, Joe",Brad Grady,10.75,64.5
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Tip Tap Tapizar ,"Graham, James",122,L,7,7,2000," Asmussen, Steven", Whispering Oaks Farm LLC,12.25,85.75
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Marco Mischief ,"Pedroza, Marcelino",116,L b,6,8,2000," Gabriel, Jr., Leo"," Janssen, Jay and Joan",14.5,116
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Running Mate ,"Saez, Gabriel",120,L f,9,9,2000," Jones, J.",Bret Jones,15,135
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Totality ,"Flores, David",116,L,3,10,0," Asmussen, Steven", Winchell Thoroughbreds LLC,21.5,215
FAIR GROUNDS , Race 11," January 21, 2017 ",One Mile and Seventy Yards,Dirt,Three Year,Cloudy,Muddy (Sealed), LeComte S. Grade 3 - Thoroughbred,Pat On the Back ,"Davis, Dylan",122,L,11,11,0," McPeek, Kenneth"," Harold Lerner LLC, AWC Stables and Nehoc Stables",23.75,261.25
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Senior Investment ,"Hill, Channing",118,L,3,1,120000," McPeek, Kenneth", Fern Circle Stables,0,0
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,West Coast ,"Prat, Flavien",118,L b,10,2,40000," Baffert, Bob"," West, Gary and Mary",0,0
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,No Dozing ,"Rosario, Joel",118,Lf,4,3,20000," Delacour, Arnaud", Lael Stables,0,0
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Time to Travel ,"Prado, Edgar",118,--,5,4,10000," Matz, Michael",Garland Williamson,3.5,14
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Lookin At Blessing ,"Juarez, Nik",118,L,9,5,6000," Zito, Nicholas", Mossarosa,9,45
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Convict Pike ,"Cruz, Angel",118,Lb,6,6,800," Arnold, II, George", Ashbrook Farm,9.5,57
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Souper Tapit ,"Albarado, Robby",118,L,2,7,800," Casse, Mark", Live Oak Plantation,14.25,99.75
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,He's Munnie ,"Mena, Miguel",118,L,8,8,800," McFarlane, Dan", Yeaman's Racing Stables LLC,33,264
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Capt. Grider ,"Castanon, Jesus",118,L,7,9,800," Zanelli, Jr., Dante", Horse International,39.25,353.25
KEENELAND , Race 9," April 15, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Stonestreet Lexington S. Grade 3 - Thoroughbred,Resiliency ,"Geroux, Florent",118,L,1,10,800," Asmussen, Steven"," Drown, Jeff and Mitola, Anthony",52.5,525
SANTA ANITA PARK , Race 2," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Cloudy,Fast, Robert B. Lewis S. Grade 3 - Thoroughbred,Royal Mo ,"Espinoza, Victor",120,L b,1,1,90000," Shirreffs, John"," Moss, Mr. and Mrs. Jerome S.",0,0
SANTA ANITA PARK , Race 2," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Cloudy,Fast, Robert B. Lewis S. Grade 3 - Thoroughbred,Irap ,"Gutierrez, Mario",120,L b,2,2,30000," O'Neill, Doug", Reddam Racing LLC,3.5,7
SANTA ANITA PARK , Race 2," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Cloudy,Fast, Robert B. Lewis S. Grade 3 - Thoroughbred,Sheer Flattery ,"Smith, Mike",120,L,5,3,18000," Hollendorfer, Jerry"," Barrow, Thomas, Robertson, Richard and Hollendorfer, Jerry",3.75,11.25
SANTA ANITA PARK , Race 2," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Cloudy,Fast, Robert B. Lewis S. Grade 3 - Thoroughbred,Term of Art ,"Baze, Tyler",124,L,4,4,9000," O'Neill, Doug", Calumet Farm,6,24
SANTA ANITA PARK , Race 2," February 4, 2017 ",One And One Sixteenth,Dirt,Three Year,Cloudy,Fast, Robert B. Lewis S. Grade 3 - Thoroughbred,Dangerfield ,"Desormeaux, Kent",122,L b,3,5,3000," O'Neill, Doug"," W. C. Racing and Zayat Stables, LLC",10.75,53.75
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Malagacy ,"Castellano, Javier",115,L,6,1,540000," Pletcher, Todd", Sumaya U.S. Stable,0,0
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Sonneteer ,"Eramia, Richard",116,L,3,2,180000," Desormeaux, J.", Calumet Farm,2,4
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Untrapped ,"Ortiz, Jr., Irad",115,L,5,3,90000," Asmussen, Steven",Michael Langford,2,6
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Petrov ,"Ortiz, Jose",115,L,4,4,45000," Moquett, Ron"," Rialto Racing Stables, LLC, Southern Springs Stables et al.",2,8
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Silver Dust ,"Lanerie, Corey",118,L,8,5,27000," Morse, Randy",Tom R. Durant,3.25,16.25
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Lookin At Lee ,"Santana, Jr., Ricardo",117,L b,11,6,3000," Asmussen, Steven", L and N Racing LLC,3.75,22.5
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Appalachian Gem ,"Stevens, Gary",119,L b,9,7,3000," Van Berg, Jack", Mark DeDomenico LLC,8.25,57.75
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Uncontested ,"Hill, Channing",122,L f,2,8,3000," Catalano, Wayne"," LaPenta, Robert V. and Rosenblum, Harry T.",10.5,84
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Royal Mo ,"Espinoza, Victor",122,L b,10,9,3000," Shirreffs, John"," Moss, Mr. and Mrs. Jerome S.",11.5,103.5
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,American Anthem ,"Smith, Mike",117,L b,7,10,3000," Baffert, Bob"," WinStar Farm LLC, China Horse Club International Ltd. et al.",13.5,135
OAKLAWN PARK , Race 10," March 18, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, Rebel S. Grade 2 - Thoroughbred,Silver Bullion ,"Vazquez, Ramon",115,L,1,11,3000," Lukas, D.", Calumet Farm,23.75,261.25
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Girvin ,"Hernandez, Jr., Brian",116,L,1,1,240000," Sharp, Joe",Brad Grady,0,0
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Untrapped ,"Santana, Jr., Ricardo",116,L,2,2,80000," Asmussen, Steven",Michael Langford,2,4
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Local Hero ,"Geroux, Florent",116,L,3,3,40000," Asmussen, Steven", e Five Racing Thoroughbreds,4.25,12.75
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Guest Suite ,"Albarado, Robby",120,L,6,4,16000," Howard, Neil"," Farish, W.S. and Kilroy, Lora Jean",4.5,18
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Mo Town ,"Velazquez, John",122,L,9,5,8000," Dutrow, Anthony"," Magnier, Mrs. John, Tabor, Michael B., Smith, Derrick and Team D",10.25,51.25
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Shareholder Value ,"Murrill, Mitchell",116,L,5,6,4000," Amoss, Thomas"," Klaravich Stables, Inc. and Lawrence, William H.",10.25,61.5
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Sorry Erik ,"Desormeaux, Kent",118,Lb,11,7,4000," Desormeaux, J."," Big Chief Racing, LLC",10.5,73.5
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Arklow ,"Bridgmohan, Shaun",116,L,4,8,4000," Cox, Brad", Donegal Racing,14.5,116
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,U S Officer ,"Valdivia, Jr., Jose",117,L,7,9,4000," Pish, Danny"," Durant, Jerry and Jordan, Bill",25.5,229.5
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Cool Arrow ,"Saez, Gabriel",120,Lb,8,10,0," Sharp, Joe",Brad Grady,31.5,315
FAIR GROUNDS , Race 11," February 25, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Risen Star S. Grade 2 - Thoroughbred,Horse Fly ,"Mena, Miguel",117,L,12,11,0," Lukas, D.", Calumet Farm,66.25,728.75
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Gormley ,"Espinoza, Victor",124,L,8,1,600000," Shirreffs, John"," Moss, Mr. and Mrs. Jerome S.",0,0
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Battle of Midway ,"Nakatani, Corey",124,L,3,2,200000," Hollendorfer, Jerry"," Fox Hill Farms, Inc.",0.5,1
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Royal Mo ,"Stevens, Gary",124,L b,13,3,120000," Shirreffs, John"," Moss, Mr. and Mrs. Jerome S.",1,3
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Reach the World ,"Smith, Mike",124,L b,2,4,50000," Baffert, Bob", Don Alberto Stable,1.5,6
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Iliad ,"Prat, Flavien",124,L b,9,5,20000," O'Neill, Doug"," Kaleem Shah, Inc.",2,10
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Kimbear ,"Talamo, Joseph",124,L,7,6,10000," Kruljac, J."," Albert, R., Giordano, L., Kruljac, J., Lewkowitz, F. and Lewkowitz, K.",5.5,33
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Term of Art ,"Baze, Tyler",124,L,1,7,345," O'Neill, Doug", Calumet Farm,6.25,43.75
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Irish Freedom ,"Bejarano, Rafael",124,L b,11,8,345," Baffert, Bob", Donegal Racing,6.75,54
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Milton Freewater ,"Pereira, Tiago",124,L b,10,9,345," O'Neill, Doug"," Kramer Racing, Sheep Pond Partners, Jaime, R. S., Jones, B. and Keh, S.",8,72
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Midnight Pleasure ,"Theriot, Jamie",124,L b,12,10,345," Ruis, Mick", Ruis Racing LLC,8.5,85
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,So Conflated ,"Gutierrez, Mario",124,L,5,11,345," O'Neill, Doug", Reddam Racing LLC,9.5,104.5
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,American Anthem ,"Garcia, Martin",124,L b,6,12,345," Baffert, Bob"," China Horse Club, Head of Plains Partners LLC, SF Racing LLC et al.",11.25,135
SANTA ANITA PARK , Race 8," April 8, 2017 ",One And One Eighth,Dirt,Three Year,Cloudy,Fast, Santa Anita Derby Grade 1 - Thoroughbred,Comma Sister ,"Ocampo, Israel",124,L b,4,13,345," Papaprodromou, George", Kretz Racing LLC,40.5,526.5
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,McCraken ,"Hernandez, Jr., Brian",122,L,8,1,120000," Wilkes, Ian", Whitham Thoroughbreds LLC,0,0
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,Tapwrit ,"Ortiz, Jose",116,Lb,7,2,40000," Pletcher, Todd"," Bridlewood Farm, Eclipse Thoroughbred Partners and LaPenta, Robert V.",1.5,3
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,State of Honor ,"Leparoux, Julien",116,Lb,1,3,20000," Casse, Mark", Conrad Farms,2.5,7.5
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,Wild Shot ,"Albarado, Robby",116,L,6,4,10000," Arnold, II, George", Calumet Farm,3.5,14
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,Fact Finding ,"Velazquez, John",118,L,3,5,6000," Pletcher, Todd"," Tabor, M., Magnier, M., Smith, D. and Stonestreet Stables LLC",9,45
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,No Dozing ,"Centeno, Daniel",116,L,9,6,4000," Delacour, Arnaud", Lael Stables,10.5,63
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,Six Gun Salute ,"Morales, Pablo",116,b,5,7,0," Harty, Eoin", Casner Racing LP and Equilete,15,105
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,Chance of Luck ,"Allen, Jr., Ronald",116,L b,4,8,0," Bennett, Gerald", J J Brevan Stable LLC,17,136
TAMPA BAY DOWNS , Race 10," February 11, 2017 ",One And One Sixteenth,Dirt,Three Year, Clear, Fast, Sam F. Davis S. Grade 3 - Thoroughbred,King and His Court ,"Boulanger, Gary",120,L b,2,9,0," Casse, Mark"," Wachtel Stable and Barber, Gary",22.5,202.5
SANTA ANITA PARK , Race 5," March 11, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, San Felipe S. Grade 2 - Thoroughbred,Mastery ,"Smith, Mike",124,L b,4,1,240000," Baffert, Bob", Cheyenne Stables LLC,0,0
SANTA ANITA PARK , Race 5," March 11, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, San Felipe S. Grade 2 - Thoroughbred,Iliad ,"Prat, Flavien",120,L b,6,2,80000," O'Neill, Doug"," Kaleem Shah, Inc.",6.75,13.5
SANTA ANITA PARK , Race 5," March 11, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, San Felipe S. Grade 2 - Thoroughbred,Term of Art ,"Baze, Tyler",122,L,1,3,48000," O'Neill, Doug", Calumet Farm,8.5,25.5
SANTA ANITA PARK , Race 5," March 11, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, San Felipe S. Grade 2 - Thoroughbred,Gormley ,"Espinoza, Victor",124,L,5,4,24000," Shirreffs, John"," Moss, Mr. and Mrs. Jerome S.",9.75,39
SANTA ANITA PARK , Race 5," March 11, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, San Felipe S. Grade 2 - Thoroughbred,Ann Arbor Eddie ,"Gutierrez, Mario",120,L,3,5,8000," O'Neill, Doug", Reddam Racing LLC,22.25,111.25
SANTA ANITA PARK , Race 5," March 11, 2017 ",One And One Sixteenth,Dirt,Three Year,Clear,Fast, San Felipe S. Grade 2 - Thoroughbred,Bluegrass Envy ,"Gallardo, Antonio",120,L,7,6,345," Creque, Rasharn"," Loooch Racing Stables, Inc., J Stables LLC and Schneider, Courtney",25.5,153
