Winning Horse Name,Sire Name,Race Date,Track,Purse,Race Name,Grade,"Speed
Rating","Class 
Rating",,,,
Endless Light (GB),Pivotal (GB),07-01-15,Woodbine,"$100,000",Sweet Briar Too S.,,96,119.8,,,,
Legend Fortynine,Gold Legend,07-01-15,Northlands Park,"$49,120",Three and Four Year Old Sales S.,,87,114.4,,,,
Queenoftheforest,Cape Canaveral,07-01-15,Northlands Park,"$49,120",Three and Four Year Old Fillies Sales S.,,84,114.2,,,,
Arabella's Muse,Finality,07-01-15,Hastings Racecourse,"$50,000",Monashee H.,,83,117.2,,,,
Morning Coffee,Quiet American,07-01-15,Hastings Racecourse,"$50,000",Supernaturel H.,,83,115.9,,,,
Bluegrass Angus,Bluegrass Cat,07-01-15,Hastings Racecourse,"$50,000",Chris Loseth H.,,82,115.6,,,,
Mr. Bowling,Istan,07-01-15,Hastings Racecourse,"$50,000",Lieutenant Governors' H.,,82,118.4,,,,
Magic Mark,Benchmark,07-02-15,Los Alamitos TB,"$100,000",Bertrando S.,,100,120.7,,,,
Unfettered,Rockport Harbor,07-03-15,Sunray Park,"$35,000",Inaugural H.,,97,119.3,,,,
Got Lucky,A.P. Indy,07-03-15,Monmouth Park,"$150,000",Molly Pitcher S.,3,96,119.4,,,,
Daring Kathy,Wildcat Heir,07-03-15,Belmont Park,"$100,000",Perfect Sting S.,,96,118,,,,
Force,Flatter,07-03-15,Finger Lakes,"$150,000",New York Derby,,95,118.1,,,,
Temper Mint Patty,Congrats,07-03-15,Finger Lakes,"$75,000",New York Oaks,,92,118.4,,,,
Aaron's Belt,Barkerville,07-03-15,Canterbury Park,"$60,000",Princess Elaine S.,,89,114.8,,,,
A P Is Loose,Monarchos,07-03-15,Canterbury Park,"$60,000",Blair's Cove S.,,81,115.6,,,,
Effinex,Mineshaft,07-04-15,Belmont Park,"$500,000",Suburban H.,2,110,124.6,,,,
Speightster,Speightstown,07-04-15,Belmont Park,"$500,000",Dwyer S.,3,104,121.7,,,,
Heitai,Fusaichi Pegasus,07-04-15,Evangeline Downs,"$100,000",Louisiana Legends Sprint S.,,101,119.9,,,,
Calgary Cat,Cowtown Cat,07-04-15,Woodbine,"$150,000",Achievement S.,,100,118.8,,,,
Lady Eli,Divine Park,07-04-15,Belmont Park,"$1,000,000",Belmont Oaks Invitational S.,1,100,120.3,,,,
Private Zone,Macho Uno,07-04-15,Belmont Park,"$400,000",Belmont Sprint Championship S.,3,99,123.7,,,,
Stormdriver,Discreet Cat,07-04-15,Evangeline Downs,"$125,000",Louisiana Legends Classic S.,,99,119.3,,,,
Kharafa,Kitalpha,07-04-15,Monmouth Park,"$75,000",Elkwood S.,,97,119.1,,,,
Gimme Da Lute,Midnight Lute,07-04-15,Los Alamitos TB,"$350,000",Los Alamitos Derby,2,97,120.4,,,,
Irish Jasper,First Defence,07-04-15,Belmont Park,"$150,000",Victory Ride S.,3,96,120.7,,,,
Snappy Girl,Student Council,07-04-15,Evangeline Downs,"$100,000",Louisiana Legends Mademoiselle S.,,95,117.7,,,,
Heatseeker Sharon,Heatseeker (IRE),07-04-15,Evangeline Downs,"$100,000",Louisiana Legends Distaff S.,,94,118.9,,,,
String King,Crowned King,07-04-15,Evangeline Downs,"$100,000",Louisiana Legends Turf S.,,94,116.2,,,,
Haunted Heroine,Ghostzapper,07-04-15,Ellis Park,"$50,000",Ellis Park Turf S.,,93,118.3,,,,
Mobile Bay,Lone Star Special,07-04-15,Evangeline Downs,"$100,000",Louisiana Legends Cheval S.,,92,116.5,,,,
Force the Pass,Speightstown,07-04-15,Belmont Park,"$1,250,000",Belmont Derby Invitational S.,1,91,119.6,,,,
Pacific Pink,Private Vow,07-04-15,Evangeline Downs,"$100,000",Louisiana Legends Soiree S.,,91,117.7,,,,
Over a Barrel,Brahms,07-04-15,Evangeline Downs,"$50,000",Louisiana Legends Starter S.,,91,116.1,,,,
Coffee Clique,Medaglia d'Oro,07-04-15,Parx Racing,"$200,000",Dr. James Penny Memorial H.,3,90,118.7,,,,
Diabolical Dame,Diabolical,07-04-15,Sunray Park,"$45,000",Russell and Helen Foutz Distaff H.,,90,116.4,,,,
Samuel Dechamplain,Henrythenavigator,07-04-15,Woodbine,"$100,000",Charlie Barley S.,,89,115.9,,,,
Alliseeisgold,Purge,07-04-15,Thistledown,"$75,000",Daniel Stearns Cleveland Gold Cup S.,,89,114.5,,,,
Silver Magna,Magna Graduate,07-04-15,Canterbury Park,"$60,000",Frances Genter S.,,88,112.9,,,,
Stays in Vegas,City Zip,07-04-15,Pleasanton,"$50,000",Juan Gonzalez Memorial S.,,85,120.4,,,,
Hold for More,Hold Me Back,07-04-15,Canterbury Park,"$60,000",Victor S. Myers S.,,83,113.8,,,,
Wildwood Kantharos,Kantharos,07-04-15,Arlington Park,"$50,000",Purple Violet S.,,74,113.8,,,,
Dogwood Trail,Awesome of Course,07-05-15,Gulfstream Park,"$150,000",Azalea S.,3,109,119.1,,,,
Grand Bili,City Zip,07-05-15,Gulfstream Park,"$150,000",Carry Back S.,3,108,121.6,,,,
Bradester,Lion Heart,07-05-15,Monmouth Park,"$150,000",Salvator Mile S.,3,108,122.9,,,,
Big Blue Kitten,Kitten's Joy,07-05-15,Monmouth Park,"$500,000",United Nations S.,1,108,121.8,,,,
Favorite Tale,Tale of the Cat,07-05-15,Gulfstream Park,"$250,000",Smile Sprint S.,2,106,123.3,,,,
Merry Meadow,Henny Hughes,07-05-15,Gulfstream Park,"$250,000",Princess Rooney S.,2,104,120.9,,,,
Aldous Snow,Theatrical (IRE),07-05-15,Woodbine,"$150,000",Singspiel S.,3,102,120.7,,,,
Grand Tito,Candy Ride (ARG),07-05-15,Gulfstream Park,"$75,000",Miesque's Approval S.,,98,119.2,,,,
Ballet Diva,Hear No Evil,07-05-15,Gulfstream Park,"$75,000",Cassidy S.,,97,119.6,,,,
Strut the Course,Strut the Stage,07-05-15,Woodbine,"$200,000",Dance Smartly S.,2,97,118.7,,,,
Successful Native,Successful Appeal,07-05-15,Gulfstream Park,"$75,000",Bob Umphrey Turf Sprint S.,,96,116.9,,,,
Go Blue Or Go Home,Bluegrass Cat,07-05-15,Woodbine,"$200,000",Highlander S.,2,95,119.8,,,,
Shaman Ghost,Ghostzapper,07-05-15,Woodbine,"$1,000,000",Queen's Plate S.,,95,117.9,,,,
Lady Rosberg,Rosberg,07-05-15,Emerald Downs,"$50,000",Boeing H.,,94,118.6,,,,
Seeking the Sherif,Officer,07-05-15,Pleasanton,"$50,000",Oak Tree Sprint S.,,94,118.5,,,,
Lori's Store,El Prado (IRE),07-05-15,Gulfstream Park,"$75,000",Spook Express S.,,92,118,,,,
Smokey Image,Southern Image,07-05-15,Pleasanton,"$50,000",Everett Nevin S.,,91,119.6,,,,
Goldy Espony (FR),Vespone (IRE),07-05-15,Belmont Park,"$100,000",River Memories S.,,91,119.3,,,,
Francesco Blue,Leroidesanimaux (BRZ),07-05-15,Gulfstream Park,"$75,000",Birdonthewire S.,,84,116.4,,,,
Beliveau,Where's the Ring,07-05-15,Woodbine,"$150,000",Clarendon S.,,83,116.9,,,,
Colinda Dawn,Lucks Mine,07-05-15,Arapahoe Park,"$40,000",George Wafer Memorial S.,,83,114.9,,,,
Cornfed,Pass Rush,07-05-15,Prairie Meadows,"$69,975",Iowa Stallion Futurity,,81,114.5,,,,
Untraveled,Canadian Frontier,07-05-15,Arapahoe Park,"$40,000",George Wafer Memorial S.,,79,114,,,,
Fantastic Style,Harlan's Holiday,07-11-15,Los Alamitos TB,"$200,000",Great Lady M S.,2,106,122.4,,,,
King Kreesa,King Cugat,07-11-15,Belmont Park,"$150,000",Forbidden Apple S.,,99,120.8,,,,
Calamity Kate,Yes It's True,07-11-15,Delaware Park,"$300,000",Delaware Oaks,3,98,120,,,,
Stanford,Malibu Moon,07-11-15,Monmouth Park,"$100,000",Long Branch S.,,97,118.7,,,,
Tightend Touchdown,Pure Precision,07-11-15,Parx Racing,"$200,000",Parx Dash H.,3,97,119,,,,
Lasting Bubbles,Pulling Punches,07-11-15,Lone Star Park,"$50,000",Valor Farm S.,,96,116.3,,,,
Holiday Star,Harlan's Holiday,07-11-15,Delaware Park,"$50,000",Cape Henlopen S.,,95,118.6,,,,
Pumpkin Rumble,English Channel,07-11-15,Canterbury Park,"$100,000",Mystic Lake Mile S.,,95,117.3,,,,
Texas Bling,Too Much Bling,07-11-15,Lone Star Park,"$50,000",Assault S.,,94,118.5,,,,
Quiet Force,Dynaformer,07-11-15,Arlington Park,"$100,000",Arlington H.,3,92,120.2,,,,
Walk Close,Tapit,07-11-15,Arlington Park,"$100,000",Modesty H.,3,92,120,,,,
Cale's Gold,Gold Tribute,07-11-15,Evangeline Downs,"$100,000",D. S. Shine Young Futurity,,91,115.7,,,,
Galiana,Stonesider,07-11-15,Delaware Park,"$50,000",Dashing Beauty S.,,91,119,,,,
Kitty Wine,Lemon Drop Kid,07-11-15,Canterbury Park,"$100,000",Lady Canterbury S.,,91,116.8,,,,
Ceisteach (IRE),New Approach (IRE),07-11-15,Delaware Park,"$200,000",Robert G. Dick Memorial S.,3,90,118.4,,,,
Handfull,Comic Strip,07-11-15,Sacramento,"$50,000",California Governor's Cup H.,,88,114.4,,,,
The Pizza Man,English Channel,07-11-15,Arlington Park,"$100,000",Stars and Stripes S.,3,87,120.4,,,,
World Approval,Northern Afleet,07-11-15,Arlington Park,"$100,000",American Derby,3,86,117.4,,,,
Pohdi Pohdi,Old Forester,07-11-15,Woodbine,"$125,000",Passing Mood S.,,85,116,,,,
Fleet Grey,Too Much Bling,07-11-15,Lone Star Park,"$100,000",TTA Sales Futurity,,84,114.4,,,,
Texas Chrome,Grasshopper,07-11-15,Lone Star Park,"$100,000",TTA Sales Futurity,,84,114.2,,,,
Esperanza,Rockport Harbor,07-11-15,Prairie Meadows,"$63,625",Iowa Stallion Filly Stakes S.,,82,115.6,,,,
Cajun Conoseir,Closing Argument,07-11-15,Evangeline Downs,"$100,000",D. S. Shine Young Futurity,,79,114.5,,,,
Bad Moon,Tactical Cat,07-11-15,Prairie Meadows,"$73,775",Iowa Stallion S.,,78,112.8,,,,
Desert Jack,Desert God,07-11-15,Sunray Park,"$45,000",Jack Cole S.,,71,116.3,,,,
C J's Star,Oliver's Twist,07-11-15,Arapahoe Park,"$40,000",CTBA Lassie S.,,61,114.6,,,,
Lady Shipman,Midshipman,07-12-15,Monmouth Park,"$60,000",Klassy Briefcase S.,,101,120.7,,,,
Brooklynsway,Giant Gizmo,07-12-15,Woodbine,"$250,000",Bison City S.,,92,116.4,,,,
Colinda Dawn,Lucks Mine,07-12-15,Arapahoe Park,"$40,000",Colorado Derby,,91,117.6,,,,
Betrbegone,Parker's Storm Cat,07-12-15,Emerald Downs,"$50,000",Seattle Slew H.,,91,116.6,,,,
Swipe,Birdstone,07-12-15,Los Alamitos TB,"$75,000",Summer Juvenile Championship S.,,89,118.9,,,,
Dynamic Strike,Smart Strike,07-12-15,Presque Isle Downs,"$75,000",Leemat S.,,88,118.1,,,,
Henny Jenney,Henny Hughes,07-12-15,Presque Isle Downs,"$75,000",Northern Fling S.,,88,117.3,,,,
Caren,Society's Chairman,07-12-15,Woodbine,"$150,000",Shady Well S.,,86,115.8,,,,
Gallery,Munnings,07-12-15,Belmont Park,"$100,000",Manila S.,,84,115.2,,,,
R Dub,Fort Prado,07-12-15,Arapahoe Park,"$40,000",CTBA Futurity,,78,116.1,,,,
Kiosk's Cause,Noble Causeway,07-12-15,Belterra Park,"$75,000",Hoover S.,,72,114.7,,,,
Shestwiceasnice,Parents' Reward,07-12-15,Belterra Park,"$75,000",Cincinnatian S.,,69,106.3,,,,
Heart's Song,Desert Party,07-15-15,Indiana Grand,"$85,000",Ellen's Lucky Star S.,,87,116.5,,,,
Daddy Justice,Lantana Mob,07-15-15,Indiana Grand,"$85,000",Snack S.,,84,114.1,,,,
Son of a Nut,Unbridled Express,07-16-15,Indiana Grand,"$85,000",William Henry Harrison S.,,95,117.4,,,,
Soul Driver,Street Boss,07-16-15,Del Mar,"$100,000",Oceanside S.,,89,118.3,,,,
Higher Logic,High Fly,07-16-15,Indiana Grand,"$85,000",Shelby County S.,,87,116,,,,
Richies Sweetheart,Bring the Heat,07-17-15,Indiana Grand,"$75,000",Brandywine S.,,96,117.3,,,,
Smile Again Theta,Smile Again,07-17-15,Northlands Park,"$50,000",Madamoiselle H.,,91,119.3,,,,
Tiger Ride,Candy Ride (ARG),07-17-15,Indiana Grand,"$100,000",TaWee S.,,89,118.6,,,,
Quality Lane,Quality Road,07-17-15,Northlands Park,"$50,000",Northlands Oaks H.,,80,115.7,,,,
Sheer Drama,Burning Roma,07-18-15,Delaware Park,"$750,000",Delaware H.,1,105,121.5,,,,
Gabriel Charles,Street Hero,07-18-15,Del Mar,"$400,000",Eddie Read S.,1,104,121.7,,,,
Bagg O'Day,Five Star Day,07-18-15,Ellis Park,"$50,000",Don Bernhardt S.,,101,120.7,,,,
Midnight Cello,Midnight Lute,07-18-15,Arlington Park,"$100,000",Hanshin Cup S.,3,101,121.2,,,,
Ain't Got Time,Roman Ruler,07-18-15,Delaware Park,"$50,000",Carl Hanford Memorial S.,,100,118.9,,,,
Heaven's Runway,Run Away and Hide,07-18-15,Delaware Park,"$50,000",Hockessin S.,,97,118.8,,,,
Tiz Shea D,Tiznow,07-18-15,Indiana Grand,"$500,000",Indiana Derby,2,97,119.2,,,,
Antonia Autumn,Bernstein,07-18-15,Indiana Grand,"$100,000",Indiana General Assembly Distaff S.,,96,119.6,,,,
Saratoga Snacks,Tale of the Cat,07-18-15,Belmont Park,"$100,000",Saginaw S.,,96,119.5,,,,
Blue Dancer,Bluegrass Cat,07-18-15,Northlands Park,"$50,000",Count Lathum H.,,94,117.2,,,,
For Cash,Stephen Got Even,07-18-15,Northlands Park,"$50,000",Fred Jones H.,,94,120.2,,,,
High Dollar Woman,Super Saver,07-18-15,Indiana Grand,"$200,000",Indiana Oaks,2,94,119.5,,,,
Ulanbator,Offlee Wild,07-18-15,Indiana Grand,"$100,000",Michael G. Schaefer Memorial S.,,94,118.8,,,,
Glenard (GB),Arch,07-18-15,Indiana Grand,"$100,000",Warrior Veterans S.,,94,118.8,,,,
Cabana,Flatter,07-18-15,Indiana Grand,"$100,000",Mari Hulman George S.,,92,118.2,,,,
Silver Sashay,Eurosilver,07-18-15,Gulfstream Park,"$60,000",Bougainvillea H.,,91,117,,,,
Nonna's Boy,Distorted Humor,07-18-15,Monmouth Park,"$60,000",Lamplighter S.,,90,117.1,,,,
Ready for Romance,More Than Ready,07-18-15,Woodbine,"$150,000",Ontario Damsel S.,,88,114.9,,,,
Gas Total (BRZ),Sulamani (IRE),07-18-15,Del Mar,"$80,000",Osunitas S.,,88,118.5,,,,
Jac's Fact,Kentucky Dane,07-18-15,Thistledown,"$75,000",George Lewis Memorial S.,,87,115.5,,,,
Belle Hill,Sky Mesa,07-18-15,Emerald Downs,"$50,000",Kent H.,,86,114.6,,,,
Syntax (IRE),Haatef,07-18-15,Delaware Park,"$200,000",Kent S.,3,85,115,,,,
Manipulated,Malibu Moon,07-18-15,Belmont Park,"$125,000",Rockville Centre S.,,85,118.7,,,,
El Huerfano,Tannersmyman,07-18-15,Sacramento,"$50,000",Golden Bear S.,,83,114.7,,,,
Stormation,Stormy Atlantic,07-18-15,Prairie Meadows,"$52,450",Prairie Gold Juvenile S.,,83,114.4,,,,
Who's Smokin,Smoke Glacken,07-18-15,Prairie Meadows,"$58,488",Prairie Gold Lassie S.,,77,114.6,,,,
Stryker Phd,Bertrando,07-19-15,Emerald Downs,"$50,000",Mt. Rainier H.,,96,121.9,,,,
Prize Exhibit (GB),Showcasing (GB),07-19-15,Del Mar,"$200,000",San Clemente H.,2,96,118.3,,,,
Wonderment,Cosmonaut,07-19-15,Belmont Park,"$125,000",Lynbrook S.,,91,119.9,,,,
Fusaichi Red,Fusaichi Pegasus,07-19-15,Monmouth Park,"$70,000",Miss Woodford S.,,89,121.4,,,,
Are You Kidding Me,Run Away and Hide,07-19-15,Woodbine,"$200,000",Nijinsky S.,2,88,119.1,,,,
Her Majesty's Flag,Midshipman,07-19-15,Woodbine,"$125,000",Duchess S.,,85,115,,,,
Hold for More,Hold Me Back,07-19-15,Canterbury Park,"$55,000",MTA Stallion Auction Laddie S.,,83,111.6,,,,
Barkley,Munnings,07-19-15,Emerald Downs,"$50,000",Emerald Express S.,,81,114.2,,,,
Pure Tactics,Pure Prize,07-22-15,Del Mar,"$80,000",Wickerr S.,,97,119.1,,,,
Kingsport,Milwaukee Brew,07-22-15,Woodbine,"$125,000",Deputy Minister S.,,93,117.4,,,,
Off the Tracks,Curlin,07-24-15,Saratoga,"$150,000",Schuylerville S.,3,100,118.5,,,,
Big John B,Hard Spun,07-24-15,Del Mar,"$100,000",Cougar II H.,3,96,121,,,,
Mrs McDougal,Medaglia d'Oro,07-24-15,Saratoga,"$200,000",Lake George S.,2,89,117.4,,,,
Bootleggers Wife,Leroidesanimaux (BRZ),07-24-15,Northlands Park,"$50,000",Princess Margaret S.,,81,117.9,,,,
Catch a Flight (ARG),Giant's Causeway,07-25-15,Del Mar,"$200,000",San Diego H.,2,103,121.2,,,,
Hard Not to Like,Hard Spun,07-25-15,Saratoga,"$500,000",Diana S.,1,102,120.7,,,,
Ecleto Red,Master Command,07-25-15,Prairie Meadows,"$50,000",Prairie Meadows H.,,98,119.4,,,,
Potomac River,English Channel,07-25-15,Evangeline Downs,"$75,000",Sunset S.,,98,117.8,,,,
Saham,Lemon Drop Kid,07-25-15,Parx Racing,"$75,000",Crowd Pleaser H.,,96,118.6,,,,
Riker,Include,07-25-15,Woodbine,"$125,000",Colin S.,,95,117.3,,,,
Kiss to Remember,Big Brown,07-25-15,Gulfstream Park,"$75,000",Monroe H.,,95,119.8,,,,
Quick Dagger,Northern Afleet,07-25-15,Evangeline Downs,"$75,000",Turf Express S.,,94,116.8,,,,
Hebbronville,Majesticperfection,07-25-15,Monmouth Park,"$100,000",Jersey Shore S.,3,93,118.4,,,,
Uchenna (IRE),Fastnet Rock (AUS),07-25-15,Woodbine,"$150,000",Ontario Matron S.,3,92,117.8,,,,
More Than Even,Stephen Got Even,07-25-15,Fair Meadows,"$45,000",Muscogee (Creek) Nation S.,,90,115.3,,,,
Johnny Whip,Stephen Got Even,07-25-15,Fair Meadows,"$45,000",Route 66 S.,,90,115.7,,,,
Uncle Vinny,Uncle Mo,07-25-15,Saratoga,"$150,000",Sanford S.,,88,117.5,,,,
My Point Exactly,Concord Point,07-25-15,Gulfstream Park,"$75,000",Bear's Den S.,,85,115.3,,,,
Kiss At Midnight,Decarchy,07-25-15,Del Mar,"$200,000",Fleet Treat S.,,85,117.3,,,,
Glow Girl,Golden Shine,07-25-15,Arapahoe Park,"$40,000",CTBA Breeders Oaks,,84,112.7,,,,
Kiss the Daddy,Scat Daddy,07-25-15,Parx Racing,"$75,000",Power by Far H.,,82,116.1,,,,
Welcome Aboard,Rock Hard Ten,07-25-15,Evangeline Downs,"$75,000",Opelousas S.,,80,116.6,,,,
School Board Prez,Courageous Cat,07-25-15,Thistledown,"$75,000",Miss Ohio S.,,76,113.9,,,,
Dust Alert,Right Rigger,07-25-15,Ruidoso Downs,"$165,771",Rio Grande Senorita Thoroughbred Futurity,,71,116.3,,,,
Hold the Giant,Hold Me Back,07-25-15,Northlands Park,"$50,000",Edmonton Juvenile S.,,69,113.5,,,,
Wild Dude,Wildcat Heir,07-26-15,Del Mar,"$300,000",Bing Crosby S.,1,105,120.7,,,,
Curalina,Curlin,07-26-15,Saratoga,"$300,000",Coaching Club American Oaks,1,95,120.9,,,,
Ageless,Successful Appeal,07-26-15,Woodbine,"$150,000",Royal North S.,3,93,119.8,,,,
Vic Tories,Desert God,07-26-15,Ruidoso Downs,"$50,000",Land of Enchantment H.,,92,117.5,,,,
Isabella Sings,Eskendereya,07-26-15,Monmouth Park,"$60,000",Little Silver S.,,91,117.4,,,,
D E Lover,So Long Birdie,07-26-15,Ruidoso Downs,"$50,000",Sierra Blanca H.,,91,116.6,,,,
Weewinnin,Comic Strip,07-26-15,Del Mar,"$150,000",California Dreamin' S.,,90,118.2,,,,
Lonnie Ton,Attila's Storm,07-26-15,Ruidoso Downs,"$50,000",Road Runner H.,,89,114.1,,,,
Conquest Pacemaker,Eskendereya,07-26-15,Woodbine,"$125,000",Toronto Cup S.,,88,116,,,,
Lady Jila,Jila (IRE),07-26-15,Arapahoe Park,"$40,000",Columbine S.,,87,117,,,,
Storm Warrior,Weather Warning,07-26-15,Ruidoso Downs,"$194,672",Rio Grande Senor Thoroughbred Futurity,,86,115.1,,,,
Diabolical Dame,Diabolical,07-26-15,Ruidoso Downs,"$50,000",Lincoln H.,,85,116.5,,,,
Stormy Regatta,Midshipman,07-26-15,Monmouth Park,"$60,000",Little Silver S.,,85,116.2,,,,
Redstart,Blame,07-26-15,Belterra Park,"$75,000",Norm Barron Queen City Oaks,,82,113.4,,,,
Tea Light,Right Rigger,07-26-15,Ruidoso Downs,"$50,000",Sierra Starlet H.,,81,114,,,,
Xtreme Denigray,Rosetti,07-26-15,Grande Prairie,"$42,500",Alberta Derby,,80,112.8,,,,
My Heart Goes On,Albertus Maximus,07-26-15,Emerald Downs,"$50,000",Angie C. S.,,75,113,,,,
Shore Runner,More Than Ready,07-27-15,Saratoga,"$100,000",Lucky Coin S.,,91,118.7,,,,
Tahnee,Where's the Ring,07-28-15,Fort Erie,"$75,000",Rainbow Connection S.,,95,118.6,,,,
Breaking Lucky,Lookin At Lucky,07-28-15,Fort Erie,"$500,000",Prince of Wales S.,,85,116.4,,,,
Street Story,Street Cry (IRE),07-29-15,Saratoga,"$200,000",Honorable Miss H.,2,93,118.9,,,,
London Tower,Head Chopper,07-29-15,Woodbine,"$125,000",Eternal Search S.,,91,117.2,,,,
Aikman Jack,Cause Ur Mine,07-29-15,Les Bois Park,"$46,250",LesBois Park Historical Racing S.,,91,117.2,,,,
R C's Daisyduke,Yes It's True,07-29-15,Delaware Park,"$50,000",White Clay Creek S.,,84,116.2,,,,
Moonlight Song,Unbridled's Song,07-30-15,Saratoga,"$100,000",John Morrissey S.,,98,120.2,,,,
Smart Transition,Smart Strike,07-31-15,Saratoga,"$100,000",Curlin S.,,93,119.2,,,,
Atlantic's Smile,Stormy Atlantic,07-31-15,Finger Lakes,"$50,000",Arctic Queen S.,,89,117.2,,,,
Obey,Desert Code,07-31-15,Del Mar,"$100,000",California Thoroughbred Breeders' Association S.,,89,121.7,,,,
Officer Griffin,Officer,08-01-15,Mountaineer,"$100,000",West Virginia Legislature Chairman's Cup S.,,110,119.7,,,,
Work All Week,City Zip,08-01-15,Mountaineer,"$100,000",Senator Robert C. Byrd Memorial S.,,107,121.4,,,,
Falling Sky,Lion Heart,08-01-15,Gulfstream Park,"$75,000",Trinniberg S.,,105,119.6,,,,
Rock Fall,Speightstown,08-01-15,Saratoga,"$350,000",Alfred G. Vanderbilt H.,1,104,122.6,,,,
Madefromlucky,Lookin At Lucky,08-01-15,Mountaineer,"$750,000",West Virginia Derby,2,104,119.9,,,,
Looks to Spare,Pollard's Vision,08-01-15,Mountaineer,"$200,000",West Virginia Governor's S.,,103,122.4,,,,
Beholder,Henny Hughes,08-01-15,Del Mar,"$300,000",Clement L. Hirsch S.,1,102,123,,,,
Texas Red,Afleet Alex,08-01-15,Saratoga,"$600,000",Jim Dandy S.,2,101,120.2,,,,
Holy Boss,Street Boss,08-01-15,Saratoga,"$200,000",Amsterdam S.,2,99,120.4,,,,
Room for Me,Harlington,08-01-15,Monmouth Park,"$75,000",Regret S.,,99,121,,,,
Recount,Limehouse,08-01-15,Arlington Park,"$50,000",Addison Cammack H.,,97,117.9,,,,
Red Rifle,Giant's Causeway,08-01-15,Saratoga,"$250,000",Bowling Green H.,2,96,121.1,,,,
Market Magic,After Market,08-01-15,Mountaineer,"$100,000",West Virginia Senate President's Cup S.,,96,118.7,,,,
Aztec Brave (FR),Pyrus,08-01-15,Mountaineer,"$100,000",West Virginia House of Delegates Speaker's Cup S.,,94,118.7,,,,
Bear's Pride,Kentucky Bear,08-01-15,Woodbine,"$125,000",Victoriana S.,,92,118.2,,,,
Keep Crossing,Istan,08-01-15,Mountaineer,"$100,000",West Virginia Secretary of State S.,,91,119.3,,,,
Miss Double d'Oro,Medaglia d'Oro,08-01-15,Santa Rosa,"$50,000",Wine Country S.,,87,117.7,,,,
Bullet Gone Astray,Gone Astray,08-01-15,Mountaineer,"$100,000",Mountaineer Juvenile S.,,83,116.2,,,,
Royal Posh,Posh,08-01-15,Arlington Park,"$50,000",Isaac Murphy H.,,81,115.8,,,,
Sombree,Eskendereya,08-01-15,Mountaineer,"$100,000",Mountaineer Juvenile Fillies S.,,79,117.2,,,,
R Dub,Fort Prado,08-01-15,Arapahoe Park,"$35,000",Silver Cup Futurity,,75,114.7,,,,
Make Us Famous,Successful Appeal,08-01-15,Arapahoe Park,"$35,000",Silver Cup Futurity Filly Division S.,,56,113,,,,
Gimme Da Lute,Midnight Lute,08-02-15,Del Mar,"$200,000",Real Good Deal S.,,109,122.1,,,,
American Pharoah,Pioneerof the Nile,08-02-15,Monmouth Park,"$1,750,000",Haskell Invitational S.,1,104,123.1,,,,
Bradester,Lion Heart,08-02-15,Monmouth Park,"$200,000",Monmouth Cup S.,2,101,122.9,,,,
Thieves Guild,Medaglia d'Oro,08-02-15,Saratoga,"$100,000",Caress S.,,100,118.6,,,,
Got Lucky,A.P. Indy,08-02-15,Monmouth Park,"$100,000",Lady's Secret S.,,100,121.4,,,,
Stopchargingmaria,Tale of the Cat,08-02-15,Saratoga,"$200,000",Shuvee H.,3,100,122,,,,
Wildcat Red,D'wildcat,08-02-15,Monmouth Park,"$100,000",Teddy Drone S.,,99,120.6,,,,
Heart to Heart,English Channel,08-02-15,Monmouth Park,"$150,000",Oceanport S.,3,97,120.7,,,,
Florida Won,Birdstone,08-02-15,Woodbine,"$150,000",Seagram Cup S.,3,96,119.6,,,,
Casual Smile (GB),Sea the Stars (IRE),08-02-15,Monmouth Park,"$150,000",WinStar Matchmaker S.,3,95,118.9,,,,
Central Heat,Unusual Heat,08-02-15,Santa Rosa,"$50,000",Luther Burbank H.,,91,117.2,,,,
Lady Shipman,Midshipman,08-03-15,Saratoga,"$100,000",Coronation Cup S.,,102,120.2,,,,
Phil's Dream,Philanthropist,08-03-15,Woodbine,"$125,000",Shepperton S.,,102,120.1,,,,
Square Dancer,Circular Quay,08-03-15,Hastings Racecourse,"$100,000",Redekop Classic H.,,99,118,,,,
Flashy Jewel,Flashy Bull,08-03-15,Assiniboia Downs,"$75,000",Manitoba Derby,,98,117.4,,,,
Arabella's Muse,Finality,08-03-15,Hastings Racecourse,"$75,000",Pegasus Distaff H.,,94,117.5,,,,
Quatre Cat,Abraaj,08-03-15,Hastings Racecourse,"$50,000",British Columbia Cup Dogwood H.,,91,115,,,,
Catz On Fire,Sungold,08-03-15,Hastings Racecourse,"$50,000",British Columbia Cup Stellar's Jay H.,,91,113.9,,,,
Caren,Society's Chairman,08-03-15,Woodbine,"$125,000",Nandi S.,,89,116.6,,,,
Stanz in Command,Second in Command,08-03-15,Hastings Racecourse,"$50,000",British Columbia Cup Nursery S.,,74,115.7,,,,
C U At Eau Claire,Haynesfield,08-03-15,Hastings Racecourse,"$50,000",British Columbia Cup Debutante S.,,72,114,,,,
Sky Rant,Sky Mesa,08-04-15,Sunray Park,"$30,000",Budweiser Allowance S.,,72,114.8,,,,
Unbridled Forever,Unbridled's Song,08-05-15,Saratoga,"$100,000",Shine Again S.,,97,122.2,,,,
Mrazek,Square Eddie,08-05-15,Del Mar,"$100,000",Graduation S.,,95,119.7,,,,
